case_name,geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,alt_kft,Re,M_inf,alpha_deg,beta_deg,CD,CL,Cmy
case_0158,geom_015,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33,3.682,39020000.0,0.2768,16.36,0.0,0.0755668,0.303987,-0.102959
case_0159,geom_015,175.7,143.3,421.1,1000.0,650.6,207.9,69.57,40.34,40.78,27.33,4.972,13440000.0,0.2489,18.66,0.0,0.0789478,0.384456,-0.126899
case_0160,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,29.25,3266000.0,0.207,19.7,0.0,0.0776243,0.281011,-0.107498
case_0161,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,11.88,6250000.0,0.1137,0.4384,0.0,0.0122735,0.0174901,-0.00744286
case_0162,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,25.47,40350000.0,0.4349,9.704,0.0,0.024348,0.185825,-0.0686817
case_0163,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,7.93,15910000.0,0.1477,-5.818,0.0,0.0123624,-0.119085,0.0480114
case_0164,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,3.145,51350000.0,0.485,11.06,0.0,0.0308802,0.200057,-0.0725817
case_0165,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,22.34,7319000.0,0.08684,7.842,0.0,0.0227799,0.171984,-0.070344
case_0166,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,36.76,904500.0,0.232,-2.33,0.0,0.010619,-0.0431786,0.0175263
case_0167,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,12.3,37220000.0,0.2941,3.819,0.0,0.00664698,0.0966889,-0.0400779
case_0168,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,19.34,14540000.0,0.3823,14.75,0.0,0.0502409,0.222637,-0.0804194
case_0169,geom_016,104.3,73.85,680.7,1000.0,691.4,198.5,75.4,40.4,54.58,39.26,32.23,28550000.0,0.3567,-7.016,0.0,0.00910789,-0.156128,0.0633773
case_0170,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,0.4012,414800.0,0.1703,0.6247,0.0,0.0169434,0.0253877,-0.0122964
case_0171,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,34.69,27940000.0,0.4342,9.508,0.0,0.0270948,0.319572,-0.146702
case_0172,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,23.36,41430000.0,0.4713,-1.533,0.0,0.00525629,-0.0512582,0.0235009
case_0173,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,8.221,34730000.0,0.3408,2.53,0.0,0.00759581,0.0963229,-0.0458012
case_0175,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,16.62,3672000.0,0.05097,6.126,0.0,0.0434421,0.210782,-0.0993681
case_0176,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,31.81,2526000.0,0.1197,14.52,0.0,0.0731752,0.42168,-0.192331
case_0178,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,26.6,14210000.0,0.2221,-8.905,0.0,0.0251052,-0.294017,0.135644
case_0179,geom_017,197.4,163.1,456.5,1000.0,843.5,239.4,71.48,42.58,57.65,30.13,38.69,19260000.0,0.3023,12.77,0.0,0.0467629,0.401454,-0.183146
case_0180,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,16.69,60590000.0,0.4582,-6.214,0.0,0.00930892,-0.159996,0.0681682
case_0181,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,33.11,19150000.0,0.3803,19.48,0.0,0.0964051,0.29748,-0.12906
case_0182,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,25.94,22840000.0,0.2774,8.522,0.0,0.0178848,0.204097,-0.0862531
case_0183,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,29.66,5252000.0,0.08242,4.676,0.0,0.0226266,0.119437,-0.0516148
case_0184,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,36.12,2232000.0,0.1144,15.5,0.0,0.0658377,0.295461,-0.123831
case_0185,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,6.35,24980000.0,0.1495,12.23,0.0,0.0343646,0.272502,-0.115169
case_0186,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,20.07,1787000.0,0.2618,-9.455,0.0,0.0221183,-0.208069,0.0875878
case_0187,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,0.4654,32110000.0,0.3245,-3.871,0.0,0.00728834,-0.091029,0.0382644
case_0189,geom_018,160.6,91.65,590.6,1000.0,824.9,183.3,72.19,49.33,57.18,29.7,8.855,5045000.0,0.2091,6.764,0.0,0.0169724,0.167672,-0.0719926
case_0190,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,0.2,67550000.0,0.365,13.78,0.0,0.0498282,0.217568,-0.0756973
case_0191,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,25.28,17660000.0,0.1805,-4.829,0.0,0.010601,-0.113829,0.0406147
case_0192,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,10.79,13120000.0,0.121,-3.578,0.0,0.0128465,-0.0814183,0.0291007
case_0193,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,17.0,9882000.0,0.3418,-0.5165,0.0,0.00716746,-0.00500299,0.00151388
case_0194,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,36.3,8796000.0,0.1976,19.65,0.0,0.0761892,0.34183,-0.120752
case_0195,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,20.63,35340000.0,0.2792,-8.077,0.0,0.0128625,-0.199535,0.0710946
case_0196,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,12.81,6440000.0,0.4476,4.011,0.0,0.00910288,0.11514,-0.0417719
case_0197,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,33.26,2376000.0,0.09287,5.22,0.0,0.0195599,0.135305,-0.0490239
case_0198,geom_019,111.2,63.78,637.6,1000.0,666.9,254.9,74.71,47.28,54.41,27.6,29.79,8579000.0,0.268,15.45,0.0,0.045361,0.311499,-0.108224
case_0200,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,19.63,23200000.0,0.1823,6.808,0.0,0.0120524,0.104914,-0.0375707
case_0201,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,9.19,54470000.0,0.3392,-3.22,0.0,0.00492178,-0.0482827,0.0169025
case_0202,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,13.18,19530000.0,0.1881,15.38,0.0,0.0353686,0.220497,-0.0802939
case_0204,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,30.71,6665000.0,0.3964,8.906,0.0,0.0139816,0.140249,-0.0502942
case_0205,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,33.27,14370000.0,0.4944,19.02,0.0,0.0722215,0.206043,-0.0866286
case_0206,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,39.41,13350000.0,0.4425,3.921,0.0,0.00568726,0.063199,-0.0224245
case_0208,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,20.72,5012000.0,0.05368,13.94,0.0,0.047955,0.210726,-0.0794007
case_0209,geom_020,158.3,68.44,240.2,1000.0,729.6,231.1,82.0,56.84,46.76,28.6,7.896,2159000.0,0.1299,-4.836,0.0,0.0134324,-0.070676,0.0251721
case_0210,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,33.56,10020000.0,0.245,15.01,0.0,0.0470745,0.284685,-0.0961472
case_0211,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,38.68,10360000.0,0.182,-2.282,0.0,0.00877134,-0.0485212,0.0165969
case_0212,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,8.686,36370000.0,0.2044,6.414,0.0,0.0123253,0.149398,-0.0524528
case_0213,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,31.64,3337000.0,0.09589,-5.779,0.0,0.0191132,-0.125196,0.0434822
case_0215,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,5.346,1556000.0,0.07259,9.709,0.0,0.0334221,0.212063,-0.0743589
case_0216,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,20.22,5867000.0,0.2865,13.63,0.0,0.0358934,0.280713,-0.0954486
case_0217,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,13.77,35670000.0,0.3275,-0.2161,0.0,0.0044255,-0.00201914,0.000418497
case_0219,geom_021,131.0,170.1,328.7,1000.0,686.5,214.0,64.72,40.12,47.97,37.89,27.28,29050000.0,0.4767,3.23,0.0,0.00510678,0.0832294,-0.0295542
case_0220,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,32.44,4261000.0,0.4606,-5.637,0.0,0.0165812,-0.206126,0.10961
case_0221,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,29.73,19520000.0,0.2775,1.929,0.0,0.0116939,0.0772194,-0.0419612
case_0222,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,2.118,26720000.0,0.2297,8.915,0.0,0.0264921,0.329527,-0.175838
case_0223,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,38.96,5537000.0,0.2673,2.048,0.0,0.0117904,0.0807056,-0.0437246
case_0224,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,5.839,27520000.0,0.33,12.2,0.0,0.0455537,0.408888,-0.212278
case_0225,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,15.22,44070000.0,0.4212,-2.881,0.0,0.00714162,-0.105791,0.0561433
case_0226,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,10.21,4282000.0,0.1561,14.45,0.0,0.0707832,0.443918,-0.230218
case_0227,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,21.06,2297000.0,0.07528,18.31,0.0,0.124824,0.541675,-0.284426
case_0228,geom_022,196.9,155.1,506.2,1000.0,801.6,261.6,68.31,54.64,53.27,31.46,24.77,37620000.0,0.396,-7.282,0.0,0.0172156,-0.273197,0.145546
case_0230,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,13.17,12650000.0,0.1179,-7.314,0.0,0.01941,-0.16906,0.0741158
case_0231,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,0.06343,11910000.0,0.06286,17.22,0.0,0.0760431,0.365625,-0.160781
case_0232,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,30.37,17720000.0,0.4811,-2.54,0.0,0.00473224,-0.0637167,0.0280736
case_0233,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,24.51,25200000.0,0.225,-5.924,0.0,0.0114851,-0.13839,0.0604924
case_0234,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,20.58,4639000.0,0.2465,3.885,0.0,0.0108895,0.0950518,-0.0421421
case_0235,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,32.93,6216000.0,0.2995,11.32,0.0,0.0270094,0.25306,-0.109385
case_0236,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,7.905,780400.0,0.1404,0.1216,0.0,0.0131153,0.00606929,-0.00298415
case_0237,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,8.954,34160000.0,0.3976,7.787,0.0,0.0140047,0.197777,-0.0874444
case_0238,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,17.21,34780000.0,0.3313,8.315,0.0,0.0156821,0.20569,-0.0906195
case_0239,geom_023,100.2,186.3,388.6,1000.0,844.4,227.6,62.25,50.01,54.61,37.46,39.04,15020000.0,0.4103,14.94,0.0,0.0578224,0.248278,-0.106063
case_0241,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,3.974,7220000.0,0.1975,18.49,0.0,0.063947,0.312754,-0.120732
case_0242,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,11.12,23500000.0,0.1411,-2.904,0.0,0.0101783,-0.0541821,0.0203302
case_0243,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,7.704,31660000.0,0.4141,0.5976,0.0,0.00374062,0.013162,-0.00504464
case_0244,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,34.87,17410000.0,0.3146,3.13,0.0,0.00631265,0.0615266,-0.0231202
case_0245,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,26.54,14570000.0,0.2629,-7.723,0.0,0.0143896,-0.145104,0.0543659
case_0246,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,22.86,12650000.0,0.1385,14.67,0.0,0.0424147,0.268486,-0.102588
case_0247,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,12.07,5944000.0,0.473,-4.09,0.0,0.00861892,-0.0782895,0.0290899
case_0248,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,39.12,1749000.0,0.09389,6.959,0.0,0.021934,0.13334,-0.0509316
case_0249,geom_024,133.9,177.5,213.0,1000.0,795.8,218.0,66.63,54.2,44.51,35.82,29.18,11380000.0,0.3433,8.991,0.0,0.016397,0.17279,-0.0649465
case_0250,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,17.94,48010000.0,0.408,17.67,0.0,0.0799149,0.264989,-0.116022
case_0251,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,24.37,11700000.0,0.2112,16.16,0.0,0.0563729,0.276353,-0.113785
case_0253,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,21.52,8226000.0,0.3298,5.857,0.0,0.010708,0.134043,-0.0562878
case_0254,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,10.83,11930000.0,0.2436,0.265,0.0,0.00615439,0.00946431,-0.00423284
case_0255,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,15.45,5592000.0,0.1093,9.02,0.0,0.0254688,0.196811,-0.0826322
case_0256,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,30.33,21250000.0,0.4288,-1.185,0.0,0.00396952,-0.0243309,0.00991512
case_0257,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,7.601,33960000.0,0.2961,-6.545,0.0,0.0106369,-0.145485,0.0606335
case_0258,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,34.88,11380000.0,0.1581,11.48,0.0,0.028215,0.246502,-0.102852
case_0259,geom_025,161.1,104.8,362.2,1000.0,678.2,223.8,77.91,53.56,54.95,32.34,39.8,3853000.0,0.07967,2.32,0.0,0.0177372,0.0543698,-0.0230466
case_0260,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,26.72,4837000.0,0.08117,-3.726,0.0,0.0173735,-0.0838582,0.0325734
case_0261,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,36.4,8003000.0,0.4026,2.477,0.0,0.00620561,0.0645478,-0.0255947
case_0263,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,30.08,11460000.0,0.2938,-5.161,0.0,0.0106772,-0.118765,0.0460681
case_0265,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,10.11,54710000.0,0.433,7.835,0.0,0.0150721,0.193251,-0.0752686
case_0266,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,16.27,9098000.0,0.4972,18.09,0.0,0.0814517,0.299145,-0.120029
case_0267,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,20.55,38560000.0,0.3459,9.606,0.0,0.0202149,0.230921,-0.0898746
case_0268,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,34.12,473500.0,0.2325,1.929,0.0,0.0107954,0.0468275,-0.0184683
case_0269,geom_026,104.9,172.2,345.1,1000.0,587.2,273.6,62.33,56.09,43.09,37.71,14.94,8119000.0,0.1436,-9.353,0.0,0.0231493,-0.210242,0.0813399
case_0270,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,35.83,27500000.0,0.4297,10.16,0.0,0.0249191,0.265434,-0.113297
case_0273,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,10.3,35450000.0,0.3415,0.8077,0.0,0.00525424,0.0316049,-0.0143682
case_0274,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,26.42,13470000.0,0.1989,-2.982,0.0,0.00946218,-0.0741867,0.0320692
case_0275,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,28.92,2833000.0,0.2606,16.83,0.0,0.0707303,0.310498,-0.132996
case_0276,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,22.47,1794000.0,0.1579,-7.497,0.0,0.02016,-0.187783,0.0813924
case_0277,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,7.504,11050000.0,0.05864,4.905,0.0,0.0277859,0.138098,-0.0610571
case_0279,geom_027,145.6,90.18,579.9,1000.0,629.5,244.0,65.88,56.44,50.87,28.58,13.7,14640000.0,0.116,7.666,0.0,0.0221938,0.211849,-0.0931728
case_0280,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,27.57,695600.0,0.3241,11.0,0.0,0.0251168,0.17961,-0.0513033
case_0281,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,35.25,8219000.0,0.1647,-2.633,0.0,0.00855195,-0.0475976,0.0137444
case_0282,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,36.37,21310000.0,0.3109,11.24,0.0,0.0218424,0.206211,-0.0597918
case_0283,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,13.59,17410000.0,0.443,19.06,0.0,0.0707454,0.270105,-0.0831345
case_0285,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,4.996,1783000.0,0.07888,-5.642,0.0,0.0188759,-0.102263,0.0300334
case_0286,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,17.68,10360000.0,0.2132,5.439,0.0,0.0109339,0.10099,-0.0294659
case_0287,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,11.22,17720000.0,0.1283,-0.7015,0.0,0.00875751,-0.0120399,0.0034212
case_0288,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,28.43,18270000.0,0.2361,14.83,0.0,0.0387739,0.235676,-0.06864
case_0289,geom_028,124.4,199.5,203.2,1000.0,593.6,182.3,71.65,40.76,41.44,27.64,23.04,22590000.0,0.4598,-7.209,0.0,0.0117119,-0.136552,0.039267
case_0290,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,18.91,28990000.0,0.4821,-0.06612,0.0,0.00355162,0.00128986,-0.000872848
case_0291,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,2.593,59130000.0,0.3056,-9.853,0.0,0.0198445,-0.239711,0.0935669
case_0292,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,37.34,6406000.0,0.1472,16.87,0.0,0.0621811,0.357483,-0.138958
case_0293,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,8.202,37370000.0,0.3514,3.349,0.0,0.00629825,0.0881586,-0.0351094
case_0294,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,27.23,32110000.0,0.4055,19.2,0.0,0.104971,0.333791,-0.140149
case_0295,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,28.61,3525000.0,0.1975,-2.755,0.0,0.0112151,-0.0635386,0.0246043
case_0296,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,4.205,138000.0,0.05238,8.355,0.0,0.058243,0.195915,-0.0792655
case_0297,geom_029,138.7,177.4,312.7,1000.0,769.6,220.7,89.71,41.45,54.04,33.69,22.06,12610000.0,0.1104,6.251,0.0,0.0189601,0.153834,-0.0609927
case_0300,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,25.03,7599000.0,0.4223,9.831,0.0,0.0228262,0.254015,-0.100662
case_0301,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,39.73,8191000.0,0.1921,15.32,0.0,0.0579995,0.325545,-0.124712
case_0302,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,33.14,241200.0,0.08779,-1.865,0.0,0.0204302,-0.0433036,0.0171374
case_0303,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,18.71,39120000.0,0.3323,7.994,0.0,0.0150977,0.227991,-0.0931403
case_0304,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,6.007,73710000.0,0.3938,0.04397,0.0,0.00408892,0.00647709,-0.00308627
case_0305,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,28.1,13290000.0,0.2838,-9.148,0.0,0.0178315,-0.238165,0.095013
case_0306,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,12.32,19170000.0,0.1662,12.24,0.0,0.0341314,0.303962,-0.120308
case_0307,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,21.64,11230000.0,0.24,-5.642,0.0,0.0114058,-0.14557,0.0582244
case_0308,geom_030,141.3,147.4,469.5,1000.0,579.7,223.5,71.4,43.54,52.56,35.53,1.61,14590000.0,0.1105,19.34,0.0,0.0893098,0.398036,-0.154771
case_0311,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,3.196,10130000.0,0.195,10.82,0.0,0.0237765,0.223279,-0.0875958
case_0312,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,6.35,59260000.0,0.344,-9.203,0.0,0.0166293,-0.189843,0.073685
case_0313,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,30.3,1612000.0,0.08677,15.37,0.0,0.0539797,0.290585,-0.113704
case_0314,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,25.09,10930000.0,0.1588,3.259,0.0,0.00983088,0.0740145,-0.0297083
case_0315,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,16.59,17130000.0,0.1292,19.62,0.0,0.0848004,0.332084,-0.131134
case_0316,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,34.25,25120000.0,0.398,-4.672,0.0,0.00662557,-0.105651,0.0420041
case_0317,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,39.22,6649000.0,0.2569,11.67,0.0,0.0272789,0.231713,-0.0900652
case_0318,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,9.807,5461000.0,0.2896,7.549,0.0,0.015036,0.164065,-0.0652039
case_0319,geom_031,129.2,168.1,348.4,1000.0,689.9,181.6,74.94,43.26,56.32,34.04,12.07,41670000.0,0.4288,1.286,0.0,0.00375994,0.0333886,-0.0137038
case_0320,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,5.636,20200000.0,0.2726,8.446,0.0,0.0127254,0.137441,-0.0470048
case_0321,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,26.76,2823000.0,0.1053,7.723,0.0,0.0180245,0.124415,-0.0431111
case_0322,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,16.23,53670000.0,0.4208,18.32,0.0,0.0625687,0.185703,-0.0723383
case_0323,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,0.6187,11660000.0,0.05325,11.42,0.0,0.0362512,0.181226,-0.0643793
case_0324,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,35.19,23980000.0,0.472,16.75,0.0,0.0496316,0.171275,-0.0631517
case_0325,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,20.07,1842000.0,0.3739,4.734,0.0,0.00901683,0.0780555,-0.0266241
case_0326,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,10.61,24300000.0,0.19,0.09938,0.0,0.00609455,0.00406568,-0.00151957
case_0327,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,13.57,5619000.0,0.1748,-5.336,0.0,0.0112523,-0.0813929,0.0276427
case_0328,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,39.18,10920000.0,0.2965,-3.376,0.0,0.00607675,-0.0517749,0.017374
case_0329,geom_032,102.3,86.55,316.1,1000.0,837.9,258.5,73.42,59.53,42.23,31.8,30.18,15160000.0,0.3607,-9.646,0.0,0.0151405,-0.151642,0.0514652
